mutation probability per bit=0.05
bias fitness=1e-99
number of Individuals per Generation=1000
number of Generations=500
Generation x y theta psi phi lattice_sum fitness
0 0.693099 0.173901 0.499881 0.999762 1.30326 57.5657 0.00127578
0 0.921495 0.577911 0.146475 2.60652 0.678117 17.529 0.411236
0 0.934082 0.823673 0.126997 0.292949 0.297838 12.4092 0.713921
0 0.749154 0.878223 0.413144 1.35623 0.21343 17.2317 0.424621
0 0.93239 0.302246 0.129616 0.253995 1.10467 30.4751 0.101935
0 0.29247 0.325821 1.11979 0.595676 1.06819 123.44 4.55384e-06
0 0.738596 0.780615 0.429482 0.826289 0.364464 19.6271 0.328032
0 0.0958123 0.261343 1.42409 0.426861 1.16796 208.42 4.80874e-10
0 0.127251 0.546554 1.37544 0.259233 0.726637 190.709 3.2416e-09
0 0.765994 0.302422 0.387087 2.20933 1.10439 40.8098 0.0334771
0 0.553353 0.176495 0.716116 2.23958 1.29925 72.1776 0.00114027
0 0.28442 0.524204 1.13225 2.13637 0.761221 114.101 1.24553e-05
0 0.720181 0.430118 0.457976 0.858964 0.906803 34.8111 0.0638907
0 0.190937 0.892477 1.2769 0.728929 0.191375 138.373 9.11266e-07
0 0.984238 0.773987 0.0493891 2.84818 0.37472 11.9775 0.747912
0 0.261211 0.890526 1.16816 2.33591 0.194394 98.9788 6.35245e-05
0 0.317451 0.717429 1.08114 2.75089 0.462234 86.7151 0.000238109
0 0.102242 0.577055 1.41414 1.45327 0.679441 201.494 1.01414e-09
0 0.785037 0.997741 0.357622 0.774174 0.0284958 14.1899 0.58929
0 0.455613 0.653957 0.867354 2.20878 0.560448 53.0573 0.00894685
0 0.945146 0.362837 0.109877 1.43223 1.01091 25.6641 0.171173
0 0.419955 0.229482 0.922529 2.59849 1.21726 91.5856 0.00014089
0 0.306988 0.176784 1.09733 2.2645 1.2988 125.055 3.82636e-06
0 0.745687 0.748244 0.418509 1.52244 0.414553 20.0514 0.313374
0 0.539688 0.753426 0.737261 0.915952 0.406535 35.2146 0.0611724
0 0.100737 0.491395 1.41647 1.81361 0.811987 203.707 7.99017e-10
0 0.293785 0.719987 1.11776 2.5538 0.458276 96.0248 8.73303e-05
0 0.14193 0.106479 1.35273 0.38275 1.40758 192.475 2.67986e-09
0 0.504845 0.505265 0.791175 0.0987782 0.790525 54.3569 0.0077779
0 0.276178 0.825415 1.145 0.74944 0.295143 96.339 8.44232e-05
0 0.485109 0.106549 0.821713 2.33632 1.40748 85.4134 0.00027396
0 0.119847 0.685463 1.3869 0.388788 0.511697 190.381 3.3581e-09
0 0.166639 0.928252 1.3145 2.16228 0.136019 151.839 2.13562e-07
0 0.290029 0.0262427 1.12357 0.924467 1.53174 133.786 1.49373e-06
0 0.151984 0.849616 1.33717 2.82828 0.257695 165.338 4.98761e-08
0 0.631576 0.836387 0.595079 1.35888 0.278165 24.2966 0.198346
0 0.975724 0.919282 0.0625633 0.715245 0.149899 10.4319 0.883425
0 0.617583 0.587633 0.616731 0.0569916 0.663074 34.6498 0.0650101
0 0.660426 0.548506 0.550438 1.73471 0.723616 32.7868 0.0794612
0 0.729456 0.710496 0.443625 1.1209 0.472963 21.8398 0.258453
0 0.638537 0.549049 0.584307 0.219754 0.722776 34.7037 0.0646337
0 0.9924 0.290902 0.0367597 2.02182 1.12222 28.4983 0.12613
0 0.182993 0.81959 1.28919 1.84506 0.304156 147.632 3.36035e-07
0 0.0620238 0.518809 1.47637 2.43451 0.769567 216.821 1.94506e-10
0 0.910937 0.486247 0.16281 2.19466 0.819953 20.9744 0.283708
0 0.716804 0.89224 0.463201 2.5976 0.191743 18.3578 0.376106
0 0.99692 0.865768 0.0297656 0.837019 0.232702 10.5962 0.867928
0 0.0781674 0.817388 1.45139 0.829106 0.307563 207.541 5.28631e-10
0 0.734652 0.523073 0.435584 1.47452 0.76297 28.4664 0.126564
0 0.346259 0.757483 1.03656 0.813071 0.400258 73.7833 0.000959121
0 0.806667 0.733888 0.324153 2.83294 0.436766 17.7805 0.400242
0 0.496664 0.445189 0.803834 1.62397 0.883483 60.3138 0.00409382
0 0.740227 0.732132 0.426958 2.23552 0.439483 20.7149 0.291753
0 0.294683 0.155704 1.11637 0.916553 1.33142 129.935 2.26189e-06
0 0.852689 0.589843 0.25294 2.70546 0.659654 19.6931 0.325707
0 0.959577 0.153274 0.0875484 2.81517 1.33518 42.1981 0.0288262
0 0.335237 0.272121 1.05362 1.58235 1.15128 111.593 1.63194e-05
0 0.975109 0.780216 0.0635155 1.58105 0.365082 12.0862 0.739206
0 0.0931416 0.0154931 1.42822 2.29 1.54837 210.361 3.90142e-10
0 0.579391 0.745763 0.675827 0.590285 0.418391 31.3602 0.0926637
0 0.589348 0.570183 0.66042 1.64343 0.690075 38.518 0.0428535
0 0.015596 0.103432 1.54821 2.81495 1.4123 225.385 7.73115e-11
0 0.616938 0.646807 0.617728 2.7738 0.571511 31.8981 0.0874456
0 0.779755 0.42167 0.365795 1.02339 0.919875 31.0433 0.0958821
0 0.462305 0.230505 0.856999 2.62899 1.21567 82.9445 0.000357443
0 0.339185 0.990874 1.04751 0.272037 0.0391212 62.0957 0.00337874
0 0.95219 0.690531 0.0989791 2.24714 0.503854 14.0671 0.597137
0 0.0370251 0.52528 1.51505 3.06347 0.759556 222.55 1.04929e-10
0 0.85088 0.143707 0.25574 2.67434 1.34998 48.7123 0.0142883
0 0.881238 0.411453 0.208766 0.515391 0.935685 25.8363 0.168028
0 0.774879 0.358791 0.37334 1.19016 1.01717 35.6762 0.0582043
0 0.265687 0.281925 1.16123 0.55633 1.13611 136.043 1.17126e-06
0 0.502607 0.788194 0.794637 0.125127 0.352737 38.3502 0.0436351
0 0.677761 0.764972 0.523614 0.299798 0.38867 23.2471 0.222091
0 0.148984 0.0527751 1.34181 1.23346 1.49068 189.924 3.52783e-09
0 0.548659 0.68804 0.723379 1.32615 0.507709 37.0641 0.0501202
0 0.200175 0.443308 1.2626 1.10088 0.886393 158.108 1.08693e-07
0 0.411956 0.595201 0.934907 1.44723 0.651363 66.5668 0.00208709
0 0.676557 0.446859 0.525478 0.88725 0.8809 37.3851 0.0484166
0 0.145827 0.113946 1.3467 0.945925 1.39603 190.847 3.19386e-09
0 0.621057 0.159258 0.611356 1.16861 1.32592 65.4019 0.0023662
0 0.0581048 0.476805 1.48244 1.44555 0.834562 218.154 1.68486e-10
0 0.323493 0.163039 1.07179 0.0735195 1.32007 120.171 6.47663e-06
0 0.568001 0.940754 0.693451 2.24444 0.116674 26.3859 0.158367
0 0.785381 0.152409 0.35709 2.57838 1.33652 52.139 0.00987732
0 0.146599 0.800424 1.3455 0.608312 0.333813 170.953 2.72373e-08
0 0.740988 0.76934 0.42578 2.95274 0.381911 19.7732 0.322909
0 0.167369 0.820755 1.31337 1.53913 0.302354 157.204 1.19814e-07
0 0.215561 0.448978 1.2388 0.325621 0.877621 150.308 2.51862e-07
0 0.473259 0.133305 0.84005 1.63991 1.36607 86.2938 0.000249167
0 0.376085 0.0818717 0.990411 0.926402 1.44566 107.781 2.46076e-05
0 0.114842 0.0543959 1.39464 0.383485 1.48817 203.034 8.59085e-10
0 0.295634 0.483386 1.1149 0.0595312 0.824379 112.315 1.50984e-05
0 0.93568 0.367574 0.124526 0.465405 1.00358 25.8033 0.168626
0 0.290116 0.96539 1.12343 2.90278 0.078553 81.0523 0.000438277
0 0.136976 0.389335 1.3604 0.615126 0.969909 190.21 3.42057e-09
0 0.0309994 0.00461355 1.52438 0.871168 1.5652 224.031 8.94503e-11
0 0.392514 0.914002 0.96499 1.52594 0.158069 51.9148 0.0101188
0 0.496701 0.940544 0.803777 2.07312 0.116999 33.4744 0.0737875
0 0.51835 0.481362 0.770278 0.800515 0.827511 53.9276 0.00814608
0 0.509709 0.924271 0.783648 0.648305 0.142178 32.4744 0.0821815
0 0.62893 0.281143 0.599173 0.873532 1.13732 55.2101 0.00709475
0 0.992819 0.954691 0.0361117 1.60767 0.0951092 9.78901 0.94679
0 0.633286 0.838488 0.592433 1.76697 0.274915 24.1267 0.202009
0 0.236712 0.55041 1.20607 0.853916 0.720671 134.259 1.41949e-06
0 0.82739 0.137784 0.292088 0.878966 1.35914 50.5611 0.0117077
0 0.61397 0.16911 0.622321 2.23274 1.31067 65.5041 0.00234029
0 0.0655465 0.935922 1.47092 2.66283 0.124151 211.18 3.57192e-10
0 0.439605 0.384209 0.892124 0.505881 0.977841 76.3266 0.000729237
0 0.304668 0.4912 1.10092 1.31931 0.812288 108.203 2.35138e-05
0 0.734547 0.852929 0.435747 0.175097 0.252569 18.3063 0.378197
0 0.578903 0.71813 0.676582 2.67035 0.46115 32.4854 0.0820837
0 0.254856 0.397934 1.17799 2.10723 0.956604 134.797 1.33951e-06
0 0.423039 0.325681 0.917757 2.30256 1.0684 84.4704 0.000303258
0 0.277852 0.167302 1.14241 0.127031 1.31347 135.624 1.2254e-06
0 0.382971 0.614436 0.979756 0.730164 0.621599 72.7559 0.00107139
0 0.19457 0.748789 1.27128 2.85644 0.41371 144.85 4.53485e-07
0 0.90392 0.812625 0.173669 3.09674 0.314934 13.2997 0.648608
0 0.818952 0.872873 0.305144 1.35165 0.221709 14.8258 0.55027
0 0.542788 0.393746 0.732464 0.836783 0.963083 56.9744 0.00586657
0 0.862561 0.502989 0.237665 1.32084 0.794047 22.3458 0.24474
0 0.107114 0.59966 1.4066 1.38015 0.644464 198.842 1.34954e-09
0 0.946309 0.475918 0.108078 3.09642 0.835935 20.0306 0.314076
0 0.320158 0.0603771 1.07695 2.8246 1.47892 123.649 4.45231e-06
0 0.769141 0.04321 0.382219 1.23546 1.50548 59.0777 0.00467699
0 0.835791 0.284019 0.279088 1.14302 1.13287 37.4762 0.047944
0 0.54962 0.500382 0.721893 0.73159 0.79808 47.9089 0.0155801
0 0.207953 0.916564 1.25057 1.83975 0.154104 126.412 3.30618e-06
0 0.392352 0.395871 0.96524 1.714 0.959796 86.813 0.00023561
0 0.597393 0.0811857 0.647972 2.43135 1.44672 71.8139 0.00118583
0 0.12796 0.157128 1.37435 2.09502 1.32921 197.595 1.54374e-09
0 0.180468 0.758572 1.2931 0.0782423 0.398573 152.617 1.96399e-07
0 0.0921126 0.889965 1.42981 0.197958 0.195262 199.313 1.28283e-09
0 0.281318 0.928824 1.13705 1.00771 0.135133 87.1096 0.000228201
0 0.926849 0.215039 0.13819 3.03011 1.23961 38.2257 0.0442246
0 0.264839 0.726949 1.16255 1.51911 0.447504 108.573 2.25941e-05
0 0.664914 0.328373 0.543493 0.51148 1.06424 47.4619 0.0163489
0 0.0343166 0.799579 1.51924 2.69996 0.33512 222.208 1.08867e-10
0 0.62424 0.796179 0.606429 0.417531 0.340381 25.924 0.166446
0 0.606719 0.835361 0.633541 1.87137 0.279753 26.11 0.163145
0 0.349383 0.0795643 1.03173 0.74668 1.44923 114.801 1.15505e-05
0 0.417573 0.424395 0.926214 2.03434 0.915659 78.2432 0.000593184
0 0.42038 0.63354 0.921872 2.32247 0.59204 61.8478 0.00347019
0 0.936163 0.204465 0.123778 2.27222 1.25597 38.7056 0.0419959
0 0.885048 0.355332 0.20287 1.58927 1.02252 29.0949 0.118278
0 0.803097 0.233086 0.329677 0.705474 1.21168 44.109 0.0234624
0 0.120272 0.046969 1.38624 1.04723 1.49967 201.083 1.06012e-09
0 0.445746 0.466345 0.882622 0.777339 0.850747 68.5358 0.00168816
0 0.353938 0.393993 1.02468 2.68363 0.962701 97.9756 7.07759e-05
0 0.582467 0.160362 0.671067 2.98136 1.32421 69.5843 0.00150782
0 0.24955 0.971875 1.1862 1.44676 0.0685191 99.4425 6.04288e-05
0 0.61854 0.663682 0.615249 1.01542 0.5454 31.032 0.0959982
0 0.632363 0.110543 0.593861 2.52521 1.4013 67.0618 0.0019787
0 0.39333 0.0312915 0.963727 1.77279 1.52392 104.461 3.51906e-05
0 0.402987 0.023506 0.948784 1.86981 1.53597 102.373 4.40662e-05
0 0.22914 0.426872 1.21779 1.30273 0.911825 144.933 4.49452e-07
0 0.655427 0.0548207 0.558172 1.05096 1.48752 67.1191 0.00196652
0 0.831804 0.418134 0.285257 1.7618 0.925346 28.0722 0.132056
0 0.120876 0.844001 1.38531 2.6934 0.266384 184.585 6.27077e-09
0 0.990191 0.393039 0.0401785 2.79206 0.964177 22.1006 0.251292
0 0.256187 0.458937 1.17593 1.22271 0.86221 130.693 2.08456e-06
0 0.483929 0.886738 0.823539 2.65183 0.200256 36.9416 0.0507862
0 0.23313 0.177308 1.21161 2.96487 1.29799 152.925 1.89997e-07
0 0.247479 0.364842 1.18941 1.66912 1.00781 139.758 7.84929e-07
0 0.0264796 0.583011 1.53137 2.14358 0.670225 224.069 8.90845e-11
0 0.860752 0.570072 0.240465 2.64013 0.690247 19.9891 0.315485
