mutation probability per bit=0.01
bias fitness=1e-24
number of Individuals per Generation=50
number of Generations=1000
Generation x y theta psi phi lattice_sum fitness
0 0.4508 0.455368 0.874801 1.7496 0.867733 87.4581 0.34087
0 0.823486 0.843281 0.298128 1.73547 0.267498 52.7346 1.30489
0 0.638545 0.612129 0.584295 0.596255 0.62517 72.7746 0.987314
0 0.415664 0.441339 0.929169 0.534996 0.88944 89.5356 0.781905
0 0.66754 0.772037 0.53943 1.16859 0.377738 66.7345 1.07389
0 0.648298 0.411156 0.569203 1.25034 0.936144 76.0086 0.943863
0 0.721675 0.151536 0.455664 1.85834 1.33786 74.8615 0.959051
0 0.0381331 0.0458717 1.51334 1.77888 1.50136 101.761 0.659577
0 0.288972 0.883009 1.12521 1.07886 0.206025 92.688 0.748344
0 0.770553 0.764301 0.380033 0.755475 0.389708 59.0874 1.19448
0 0.825439 0.0172646 0.295106 1.13841 1.54563 69.6797 1.03077
0 0.968002 0.265785 0.0745114 1.87229 1.16108 59.552 1.18678
0 0.0871948 0.00643793 1.43742 0.911327 1.56238 101.359 0.663277
0 0.207633 0.434311 1.25106 2.67573 0.900315 98.5706 0.689521
0 0.69744 0.804899 0.493164 3.02668 0.326888 63.5089 1.1232
0 0.381282 0.87653 0.982369 3.00273 0.21605 86.6903 0.813487
0 0.134083 0.524287 1.36487 2.25041 0.761092 100.366 0.672503
0 0.620126 0.0226295 0.612796 0.41205 1.53733 81.0573 0.879824
0 0.464615 0.157816 0.853424 0.760066 1.32815 88.8716 0.789164
0 0.35196 0.742556 1.02774 0.779416 0.423354 90.228 0.774407
0 0.14704 0.695941 1.34482 0.590212 0.495483 99.7774 0.678037
0 0.278914 0.282178 1.14077 3.09126 1.13572 96.5657 0.70903
0 0.535089 0.366589 0.744377 0.149023 1.0051 83.5404 0.84994
0 0.718612 0.716397 0.460404 2.32217 0.463831 64.3378 1.11031
0 0.371305 0.575561 0.997807 2.87485 0.681753 90.7455 0.76885
0 0.898231 0.873019 0.182472 3.12476 0.221483 46.4563 1.42403
0 0.498513 0.295874 0.800973 2.50213 1.11452 86.2858 0.81808
0 0.0096898 0.881355 1.55735 1.80063 0.208584 101.846 0.6588
0 0.937825 0.227444 0.121206 0.986327 1.22041 61.8456 1.1495
0 0.509988 0.692262 0.783217 0.653775 0.501176 80.3735 0.888236
0 0.189576 0.753268 1.279 1.96474 0.40678 98.2447 0.692656
0 0.292058 0.0254786 1.12043 0.4321 1.53292 96.4964 0.709714
0 0.103318 0.818998 1.41247 2.72974 0.305072 100.694 0.669447
0 0.0119395 0.327254 1.55387 1.52218 1.06597 101.846 0.658794
0 0.395261 0.00928017 0.96074 1.22559 1.55798 92.399 0.75136
0 0.775911 0.115074 0.371743 3.07466 1.39428 72.0505 0.997313
0 0.884083 0.259777 0.204363 1.70685 1.17038 64.3089 1.11076
0 0.434536 0.887334 0.899967 2.6563 0.199333 82.5783 0.861396
0 0.339934 0.799783 1.04635 2.05548 0.334804 90.3712 0.772865
0 0.93052 0.436521 0.13251 0.846709 0.896896 57.7987 1.2161
0 0.972822 0.891319 0.0670537 2.68965 0.193167 40.9518 1.5374
0 0.241738 0.260908 1.19829 0.990966 1.16863 97.8831 0.69615
0 0.712719 0.186476 0.469523 2.28154 1.2838 75.082 0.956114
0 0.19626 0.722731 1.26866 2.27143 0.45403 98.1011 0.694041
0 0.0725785 0.342957 1.46004 1.48875 1.04167 101.471 0.662245
0 0.0953785 0.906954 1.42476 2.01021 0.168974 100.775 0.668691
0 0.695551 0.193658 0.496087 0.920808 1.27269 76.0044 0.943918
0 0.216715 0.595368 1.23701 0.927663 0.651105 97.7947 0.697007
0 0.470361 0.694913 0.844534 1.99561 0.497074 83.1093 0.855054
0 0.743778 0.726885 0.421464 1.36351 0.447602 62.1694 1.14433
1 0.972822 0.891319 0.0670537 2.68965 0.193167 40.9518 1.5374
1 0.648279 0.411032 0.797481 2.46494 1.11164 76.0119 0.447303
1 0.718575 0.716378 0.459156 2.31995 0.43499 64.3411 1.11026
1 0.930437 0.436417 0.12083 0.821647 0.918312 57.8063 1.21597
1 0.718575 0.660971 0.55582 1.2083 0.918312 65.8267 1.08754
1 0.509885 0.592873 1.44997 1.44997 1.03914 82.0407 0.867865
1 0.197462 0.692214 0.773315 0.628319 0.483322 98.1618 0.693455
1 0.884062 0.259702 0.12083 2.60994 0.193329 64.3114 1.11072
1 0.619966 0.0224555 0.604152 0.628319 0.483322 81.0662 0.879715
1 0.638516 0.611911 1.40163 1.98162 0.144997 72.7814 0.98722
1 0.718575 0.716378 0.289993 1.69163 0.265827 64.3411 1.11026
1 0.937759 0.227239 0.12083 0.966644 1.2083 61.8524 1.14939
1 0.241884 0.882841 1.11164 1.06331 0.193329 95.3126 0.721503
1 0.339761 0.799609 0.918312 0.531654 0.86998 90.3838 0.77273
1 0.189407 0.753234 1.25664 2.9966 0.314159 98.2511 0.692594
1 0.648279 0.411032 0.55582 1.15997 0.362491 76.0119 0.943821
1 0.24701 0.887235 0.894146 2.60994 0.193329 95.0167 0.724481
1 0.415426 0.441299 1.11164 1.06331 0.193329 89.5487 0.781762
