mutation probability per bit=0.01
bias fitness=1e-99
number of Individuals per Generation=100
number of Generations=100
Generation x y theta psi phi lattice_sum fitness
0 0.720158 0.238238 0.458011 0.916022 1.20371 3.74843 6.70062e-79
0 0.233637 0.745749 1.21083 2.40742 0.418414 9.31852 2.18521e-118
0 0.870706 0.880837 0.225063 2.42165 0.209386 0.151751 0.0324444
0 0.592855 0.928506 0.654994 0.836829 0.135625 0.805515 1.68227e-10
0 0.415335 0.263326 0.929677 0.450126 1.16489 8.15091 1.37035e-103
0 0.718553 0.543516 0.460496 0.418772 0.731338 1.15839 5.67317e-15
0 0.596411 0.0735061 0.649491 1.30999 1.4586 18.1516 2.49028e-230
0 0.349399 0.584635 1.0317 0.271251 0.667713 5.07745 1.22212e-64
0 0.399556 0.339293 0.954094 1.85935 1.04734 6.93559 3.45712e-88
0 0.895449 0.0540278 0.186777 2.32978 1.48874 16.7786 6.26986e-213
0 0.167719 0.0468495 1.31283 0.920992 1.49985 204.802 9.06709e-2596
0 0.314609 0.738301 1.08554 1.46268 0.429939 4.94108 6.53699e-63
0 0.334238 0.404775 1.05516 1.29898 0.946018 7.56308 3.85829e-96
0 0.400131 0.989775 0.953204 2.91721 0.0408223 2.40925 7.97227e-31
0 0.591423 0.193815 0.657209 2.06341 1.27244 6.88625 1.45888e-87
0 0.0105524 0.0470405 1.55602 1.33543 1.49956 38134.5 0
0 0.783785 0.830157 0.359559 1.90819 0.287805 0.329391 0.00018192
0 0.827145 0.354698 0.292466 2.09468 1.0235 1.82133 2.25118e-23
0 0.824098 0.895204 0.29718 0.373554 0.187155 0.193191 0.00968202
0 0.24585 0.724826 1.19193 2.97749 0.450789 9.65461 1.20273e-122
0 0.743725 0.907334 0.421545 2.62565 0.168386 0.33578 0.000150977
0 0.227974 0.55259 1.21959 2.9997 0.717297 14.9102 2.99139e-189
0 0.750002 0.545632 0.411832 2.17107 0.728064 1.10335 2.82744e-14
0 0.448299 0.0333438 0.87867 0.859878 1.52075 59.6603 2.24961e-756
0 0.075239 0.539115 1.45592 2.11033 0.738147 89.1793 1.79173e-1130
0 0.426782 0.771213 0.911965 1.89204 0.379012 2.60546 2.60001e-33
0 0.655219 0.116009 0.558494 1.90641 1.39284 10.1952 1.69417e-129
0 0.380583 0.795379 0.983452 0.0816445 0.341619 3.24413 2.0944e-41
0 0.306469 0.0665698 1.09813 1.31442 1.46934 52.694 4.32544e-668
0 0.280353 0.981694 1.13854 2.54489 0.0533255 5.25202 7.49547e-67
0 0.864218 0.744664 0.235101 3.11203 0.420092 0.339308 0.000136208
0 0.671617 0.225144 0.533121 2.99911 1.22397 7.73166 2.81799e-98
0 0.986897 0.874625 0.0452745 0.719118 0.218998 0.0672946 0.381471
0 0.793844 0.490297 0.343994 0.575611 0.813686 1.09714 3.38955e-14
0 0.911016 0.466309 0.162688 0.584931 0.850804 0.876291 2.13281e-11
0 0.715317 0.751917 0.465503 2.04701 0.408869 0.640925 2.05007e-08
0 0.143829 0.546313 1.34979 0.594361 0.727009 27.2678 7.34451e-346
0 0.877739 0.166379 0.214179 0.37431 1.3149 4.41053 3.46018e-56
0 0.929392 0.136174 0.134255 2.38386 1.36164 5.93044 1.89269e-75
0 0.061149 0.697689 1.47773 0.901579 0.492778 108.277 1.67058e-1372
0 0.0447874 0.895379 1.50304 0.84309 0.186885 172.314 4.69035e-2184
0 0.728628 0.833093 0.444905 0.336772 0.283263 0.445854 6.08045e-06
0 0.362188 0.592585 1.01191 2.43918 0.655411 5.15292 1.35104e-65
0 0.186276 0.390155 1.28411 1.43459 0.96864 21.6422 1.44559e-274
0 0.582357 0.520739 0.671237 0.823665 0.766582 1.99964 1.23758e-25
0 0.843246 0.477446 0.267552 1.45613 0.833571 1.00822 4.53931e-13
0 0.208067 0.142943 1.25039 1.75734 1.35116 47.4685 7.23686e-602
0 0.104367 0.974104 1.41085 3.0415 0.0650705 34.8741 2.9584e-442
0 0.0527477 0.190013 1.49072 2.91185 1.27833 573.714 0
0 0.324379 0.642018 1.07042 1.47629 0.57892 5.23771 1.1379e-66
0 0.827338 0.486766 0.292167 1.82393 0.819149 1.03112 2.32684e-13
0 0.98532 0.50868 0.0477151 0.758024 0.785241 0.582769 1.11888e-07
0 0.31069 0.492115 1.0916 1.11699 0.810872 7.12717 1.29071e-90
0 0.600563 0.38756 0.643067 2.78568 0.972655 3.73947 1.10547e-47
0 0.547655 0.096939 0.724934 1.9669 1.42235 16.0474 1.15669e-203
0 0.191726 0.286853 1.27568 0.683238 1.12848 28.2027 1.04356e-357
0 0.462465 0.671837 0.856751 2.19626 0.53278 2.62943 1.29164e-33
0 0.34215 0.198397 1.04292 2.93867 1.26536 21.6062 4.13513e-274
0 0.949458 0.798943 0.103206 2.27708 0.336104 0.136857 0.050106
0 0.923813 0.679508 0.142888 0.106651 0.520912 0.298872 0.000443257
0 0.296838 0.773424 1.11303 0.470202 0.375592 5.41684 6.10926e-69
0 0.376093 0.243453 0.990399 0.840185 1.19564 10.2793 1.4586e-130
0 0.0481011 0.650554 1.49791 1.06624 0.565713 175.821 1.72134e-2228
0 0.849737 0.912713 0.257509 2.44794 0.160063 0.153202 0.0310991
0 0.924739 0.615914 0.141455 0.090549 0.619313 0.414212 1.53084e-05
0 0.523095 0.845696 0.762935 0.437996 0.263761 1.37239 1.10115e-17
0 0.175231 0.977413 1.3012 0.687989 0.05995 12.8809 1.55999e-163
0 0.471854 0.656155 0.842223 1.62737 0.557047 2.43862 3.38338e-31
0 0.881456 0.973159 0.208428 0.325377 0.066532 0.0930087 0.180129
0 0.288237 0.170083 1.12634 1.70161 1.30917 23.3094 1.07468e-295
0 0.334446 0.12307 1.05484 0.931006 1.38191 24.7289 1.10021e-313
0 0.865322 0.41026 0.233394 0.817738 0.937531 1.2534 3.54661e-16
0 0.381039 0.82553 0.982745 2.69958 0.294966 3.37322 4.84238e-43
0 0.333266 0.698025 1.05667 1.45402 0.492259 4.62516 6.5936e-59
0 0.518415 0.720424 0.770178 0.428359 0.4576 1.72105 4.20007e-22
0 0.513961 0.677409 0.777069 2.6298 0.524159 2.21086 2.60476e-28
0 0.453648 0.854263 0.870394 0.268509 0.250505 1.98876 1.70028e-25
0 0.518156 0.531227 0.770578 2.72327 0.750353 3.1394 4.44907e-40
0 0.432107 0.750146 0.903725 2.95545 0.41161 3.0279 1.15178e-38
0 0.258773 0.347191 1.17193 0.985557 1.03512 13.615 7.76667e-173
0 0.908081 0.413982 0.16723 3.00608 0.931771 1.80753 3.36687e-23
0 0.843077 0.731024 0.267815 0.373769 0.441198 0.345608 0.000113335
0 0.39444 0.498323 0.96201 0.88981 0.801267 4.55714 4.79763e-58
0 0.0110679 0.382448 1.55522 0.566525 0.980565 5223.08 0
0 0.131971 0.123401 1.36814 2.02383 1.3814 123.953 3.7016e-1571
0 0.756137 0.591639 0.40234 1.31082 0.656875 0.86973 2.58284e-11
0 0.760449 0.28119 0.395668 2.56822 1.13725 3.43107 8.95084e-44
0 0.285056 0.317067 1.13126 1.93728 1.08173 13.2354 5.01232e-168
0 0.460835 0.418083 0.859273 1.34247 0.925426 4.15327 6.3006e-53
0 0.342454 0.204545 1.04245 1.53316 1.25584 14.4957 5.35466e-184
0 0.199513 0.0290347 1.26363 0.535104 1.52742 255.794 5.24719e-3242
0 0.776551 0.731704 0.370753 1.66714 0.440147 0.490261 1.66399e-06
0 0.812836 0.398789 0.314607 2.50079 0.95528 1.74605 2.02494e-22
0 0.352838 0.405209 1.02638 2.70232 0.945347 8.69021 2.00524e-110
0 0.695094 0.255872 0.496795 2.82171 1.17642 5.30295 1.69585e-67
0 0.88423 0.936693 0.204136 0.130141 0.122957 0.105224 0.126116
0 0.353121 0.0185705 1.02594 2.98145 1.54361 232.32 1.64258e-2944
0 0.732355 0.414816 0.439139 2.55666 0.930481 2.06888 1.6409e-26
0 0.250627 0.0882154 1.18454 2.14084 1.43584 59.8547 7.72224e-759
0 0.302976 0.558717 1.10354 1.15784 0.707817 6.65305 1.31638e-84
1 0.986897 0.874625 0.0452745 0.719118 0.218998 0.0672946 0.381471
1 0.884062 0.937027 0.0241661 0.676651 0.217495 0.105031 0.0170487
1 0.884062 0.936539 0.193329 0.289993 0.0483322 0.105741 0.124228
