mutation probability per bit=0.01
bias fitness=1e-99
number of Individuals per Generation=100
number of Generations=100
Generation x y theta psi phi lattice_sum fitness
0 0.748916 0.986693 0.413513 0.827026 0.0455898 0.506921 2.91025e-19
0 0.756392 0.83969 0.401945 0.0911796 0.273054 0.693748 0.00552412
0 0.855609 0.108703 0.248422 0.80389 1.40414 8.80583 1.83663e-34
0 0.833311 0.346652 0.282925 0.546108 1.03595 2.40009 1.32119e-09
0 0.833287 0.698996 0.282962 0.496845 0.490757 0.729718 0.00400577
0 0.467534 0.654919 0.848908 2.80828 0.558958 3.7414 8.24341e-15
0 0.204711 0.475912 1.25559 0.56585 0.835944 24.4541 3.48617e-95
0 0.726426 0.343606 0.448313 2.07191 1.04067 3.19623 1.07547e-12
0 0.260131 0.594991 1.16983 0.565923 0.651688 13.0794 4.7937e-51
0 0.517279 0.888772 0.771935 0.981514 0.197108 2.04502 3.15326e-08
0 0.241407 0.909196 1.1988 1.69782 0.165504 9.98131 5.04301e-39
0 0.468733 0.0525785 0.847053 1.11792 1.49099 20.5876 3.51612e-80
0 0.394898 0.448743 0.961301 2.51117 0.877984 7.91139 5.43039e-31
0 0.262765 0.76564 1.16576 1.67189 0.387635 10.0337 3.15856e-39
0 0.949499 0.642255 0.103142 0.896625 0.578555 0.570026 0.0166862
0 0.125741 0.734852 1.37778 2.08133 0.435276 39.1946 2.20255e-152
0 0.850311 0.765535 0.256621 2.33966 0.387798 0.546746 0.0205443
0 0.325064 0.20601 1.06936 1.30338 1.25358 21.1183 3.06467e-82
0 0.0963984 0.720575 1.42318 1.54387 0.457366 57.8829 6.67744e-225
0 0.535428 0.570475 0.743853 0.394217 0.689622 3.27551 5.29599e-13
0 0.0504553 0.742491 1.49427 2.39761 0.423455 98.6727 3.49311e-383
0 0.517728 0.731816 0.771241 0.331008 0.439974 2.61088 2.00905e-10
0 0.0954918 0.454635 1.42458 1.69411 0.868867 69.1499 1.27112e-268
0 0.632908 0.197967 0.593017 2.98197 1.26602 7.82517 1.17327e-30
0 0.689119 0.86922 0.50604 1.9226 0.227361 0.9076 0.000817393
0 0.75438 0.727192 0.405058 1.75597 0.447128 0.938111 0.000622352
0 0.528312 0.91701 0.754863 2.33151 0.153414 1.85786 1.67888e-07
0 0.753908 0.392457 0.405788 0.77527 0.965078 2.48774 6.03738e-10
0 0.612819 0.321516 0.624102 0.206285 1.07485 4.85872 3.80599e-19
0 0.103889 0.452694 1.41159 1.15711 0.871871 63.5841 5.03151e-247
0 0.813471 0.319306 0.313625 2.75556 1.07827 2.8112 3.35482e-11
0 0.351343 0.197326 1.0287 0.870551 1.26701 19.4926 6.2373e-76
0 0.61531 0.556258 0.620247 0.513242 0.711621 2.46741 7.23989e-10
0 0.0590397 0.193548 1.48099 0.775596 1.27286 101.816 2.21226e-395
0 0.741694 0.595017 0.424689 2.13871 0.651648 1.40296 9.77721e-06
0 0.767699 0.925238 0.38445 2.50715 0.140683 0.526603 0.0245955
0 0.248861 0.780858 1.18727 2.84636 0.364088 10.9131 1.22147e-42
0 0.863366 0.314681 0.236419 0.914732 1.08542 2.56014 3.16147e-10
0 0.0901588 0.703408 1.43284 1.48771 0.48393 63.4105 2.37339e-246
0 0.049089 0.898287 1.49639 1.37924 0.182385 96.0998 3.3689e-373
0 0.442401 0.557676 0.887798 2.98854 0.709428 5.02186 8.85892e-20
0 0.0362731 0.555117 1.51622 0.846909 0.713386 114.029 9.04736e-443
0 0.44846 0.0472592 0.878422 1.54248 1.49922 21.5055 9.64096e-84
0 0.475821 0.980872 0.836084 0.879947 0.0545976 2.22515 6.30627e-09
0 0.731232 0.672756 0.440876 2.84917 0.531359 1.18955 6.58165e-05
0 0.72901 0.301362 0.444315 1.73773 1.10603 3.73883 8.43488e-15
0 0.716656 0.0666196 0.46343 1.18603 1.46926 13.85 4.9042e-54
0 0.892481 0.776763 0.191368 2.53204 0.370424 0.431981 0.0572836
0 0.730957 0.623781 0.441302 1.01208 0.607139 1.35186 1.54354e-05
0 0.0682742 0.273687 1.4667 0.454722 1.14886 94.0089 4.37191e-365
0 0.105022 0.0594383 1.40984 0.810116 1.48037 72.9442 2.40138e-283
0 0.156982 0.616939 1.32944 0.894257 0.617727 31.1061 5.3693e-121
0 0.890481 0.453926 0.194463 1.50973 0.869964 1.38726 1.12499e-05
0 0.197754 0.438012 1.26635 0.306828 0.894589 27.4761 6.54342e-107
0 0.658841 0.313766 0.55289 0.811576 1.08684 4.33753 4.00741e-17
0 0.223957 0.83297 1.22581 1.93016 0.283453 12.5136 7.52266e-49
0 0.170283 0.166023 1.30886 1.2482 1.31545 45.8509 3.2655e-178
0 0.67065 0.0445152 0.534618 2.1497 1.50346 15.8829 6.34057e-62
0 0.846714 0.267549 0.262185 2.82318 1.15835 3.28633 4.80823e-13
0 0.0630678 0.369598 1.47476 1.74374 1.00045 96.233 1.02475e-373
0 0.282272 0.893824 1.13557 0.627249 0.18929 7.51123 1.93921e-29
0 0.429293 0.196568 0.908079 2.15653 1.26819 14.7541 1.52107e-57
0 0.114421 0.206586 1.39529 2.05739 1.25268 65.6612 4.38036e-255
0 0.985322 0.286446 0.047712 2.53402 1.12911 2.30255 3.15834e-09
0 0.398634 0.726389 0.955519 1.24049 0.448371 4.66377 2.17234e-18
0 0.322998 0.210163 1.07255 1.42324 1.24715 21.0778 4.40286e-82
0 0.892003 0.113367 0.192109 2.96198 1.39693 8.06359 1.39388e-31
0 0.256514 0.37059 1.17543 2.54572 0.998914 20.5027 7.5022e-80
0 0.121385 0.644724 1.38452 0.849377 0.574735 45.0803 3.19244e-175
0 0.407818 0.955421 0.941309 1.3033 0.0939784 3.29029 4.64102e-13
0 0.0886953 0.522416 1.4351 0.7689 0.763986 71.6276 3.08594e-278
0 0.32946 0.615773 1.06256 0.281366 0.619531 8.08579 1.14306e-31
0 0.709268 0.977109 0.474863 2.37454 0.0604196 0.648818 0.00825299
0 0.394415 0.825545 0.962047 0.728176 0.294941 4.15283 2.0873e-16
0 0.317469 0.779218 1.08111 0.472838 0.366625 6.84644 7.36645e-27
0 0.352482 0.20225 1.02693 2.17085 1.25939 19.1454 1.38717e-74
0 0.267495 0.307252 1.15844 2.86567 1.09692 21.9678 1.54882e-85
0 0.0791578 0.190042 1.44986 0.967859 1.27828 87.5035 7.66509e-340
0 0.432639 0.760935 0.902903 2.99277 0.394916 3.73044 9.09162e-15
0 0.533945 0.569181 0.746147 0.364771 0.691626 3.30447 4.08873e-13
0 0.0660521 0.0660666 1.47014 1.7756 1.47012 97.7675 1.13774e-379
0 0.967986 0.898515 0.0745369 1.41886 0.182032 0.185775 0.516904
0 0.288886 0.474584 1.12534 3.03243 0.838 13.4131 2.43153e-52
0 0.893987 0.36251 0.189038 1.42677 1.01142 1.95852 6.83036e-08
0 0.854154 0.424658 0.250675 1.75684 0.915252 1.69579 7.14406e-07
0 0.878085 0.787119 0.213645 2.99844 0.3544 0.446018 0.0505313
0 0.0160904 0.627962 1.54745 1.67217 0.600671 125.114 8.73347e-486
0 0.944662 0.150196 0.110627 0.109195 1.33994 5.57071 6.57098e-22
0 0.907818 0.691592 0.167637 0.881752 0.502213 0.552313 0.0195475
0 0.385879 0.684673 0.975256 1.06272 0.512919 5.30886 6.81925e-21
0 0.24216 0.700909 1.19764 0.888629 0.487796 12.7567 8.57026e-50
0 0.999806 0.467442 0.0253004 2.21207 0.84905 1.00347 0.000347054
0 0.245433 0.90561 1.19257 0.926861 0.171054 9.70829 5.78245e-38
0 0.606654 0.439308 0.633642 2.93852 0.892583 3.42734 1.3639e-13
0 0.783164 0.261587 0.360519 0.382736 1.16758 3.89011 2.18311e-15
0 0.843009 0.122001 0.267919 0.740848 1.38357 8.09849 1.0205e-31
0 0.864204 0.875535 0.235123 0.882604 0.217589 0.356191 0.112753
0 0.173003 0.815823 1.30465 1.21428 0.309985 20.6371 2.25855e-80
0 0.770335 0.201103 0.380371 2.9334 1.26117 5.4758 1.5344e-21
0 0.648761 0.918494 0.568488 2.29771 0.151118 1.00964 0.000328451
1 0.967986 0.898515 0.0745369 1.41886 0.182032 0.185775 0.516904
1 0.968514 0.875519 0.217495 0.86998 0.217495 0.201918 7.55032e-08
1 0.864047 0.875519 0.0724983 1.40163 0.169163 0.356514 0.112427
1 0.967781 0.898462 0.217495 0.86998 0.217495 0.18602 0.515773
1 0.709055 0.977056 0.459156 1.40163 0.169163 0.649664 0.00819089
1 0.967781 0.898462 0.459156 2.36828 0.0483322 0.18602 0.515773
1 0.968514 0.776666 0.169163 2.51327 0.362491 0.301471 0.183849
1 0.767635 0.925067 0.362491 2.46494 0.12083 0.527013 0.0245057
1 0.967781 0.898462 0.193329 2.9966 0.338325 0.18602 0.515773
1 0.877959 0.786917 0.193329 2.94826 0.169163 0.446599 0.0502698
1 0.89236 0.776666 0.169163 2.51327 0.362491 0.43238 0.0570798
1 0.967781 0.89895 0.217495 0.86998 0.217495 0.185688 0.517308
1 0.967781 0.898462 0.0724983 1.40163 0.169163 0.18602 0.515773
1 0.968514 0.875519 0.217495 0.86998 0.217495 0.201918 0.447474
1 0.967781 0.898462 0.0241661 0.86998 0.217495 0.18602 0.515773
1 0.949475 0.642177 0.0724983 0.86998 0.217495 0.570253 0.0166524
1 0.907737 0.691482 0.0724983 1.40163 0.169163 0.552721 0.0194764
1 0.967781 0.89895 0.217495 0.86998 0.217495 0.185688 0.517308
1 0.877959 0.786917 0.193329 2.9966 0.169163 0.446599 0.0502698
1 0.89236 0.776666 0.0724983 2.36828 0.0483322 0.43238 0.0570798
1 0.89236 0.776666 0.169163 2.51327 0.362491 0.43238 0.0570798
1 0.967781 0.898462 0.0724983 1.40163 0.169163 0.18602 0.515773
1 0.949475 0.642177 0.0966644 0.821647 0.169163 0.570253 0.0166524
1 0.780327 0.898462 0.0724983 1.40163 0.169163 0.525991 0.0247304
1 0.877959 0.786917 0.193329 2.9966 0.338325 0.446599 0.0502698
1 0.864047 0.875519 0.217495 0.86998 0.217495 0.356514 0.112427
1 0.967537 0.875519 0.217495 0.86998 0.217495 0.202985 0.443229
1 0.967781 0.89895 0.217495 0.86998 0.217495 0.185688 0.517308
