mutation probability per bit=0.01
bias fitness=1e-99
number of Individuals per Generation=100
number of Generations=100
Generation x y theta psi phi lattice_sum fitness
0 0.874202 0.372503 0.219653 0.439306 0.995954 1.32132 7.79107e-50
0 0.786674 0.832567 0.355088 1.99191 0.284076 0.248647 1.65936e-05
0 0.0895625 0.437476 1.43376 0.710177 0.895418 71.0933 3.47583e-1491
0 0.255889 0.832212 1.17639 0.568153 0.284626 6.24568 2.8607e-131
0 0.559054 0.406086 0.707295 2.86752 0.943989 3.74382 8.37268e-79
0 0.840797 0.3135 0.271341 1.79084 1.08725 1.89648 4.60614e-40
0 0.541275 0.448832 0.734805 2.35279 0.877847 2.88044 1.06827e-60
0 0.170651 0.101758 1.30829 0.569252 1.41489 88.9369 2.20792e-1865
0 0.507723 0.159445 0.786722 1.41459 1.32563 9.40586 1.52951e-197
0 0.407093 0.0606073 0.942432 1.88798 1.47856 36.784 1.09465e-771
0 0.788076 0.113859 0.352919 0.542683 1.39616 7.41218 9.85904e-156
0 0.823454 0.367158 0.298177 2.1745 1.00422 1.5908 1.18484e-33
0 0.172045 0.540457 1.30613 1.46961 0.736071 17.4093 2.21439e-365
0 0.184927 0.348111 1.2862 1.75569 1.0337 22.817 8.7106e-479
0 0.351042 0.0858059 1.02916 2.61658 1.43957 38.4027 1.24284e-805
0 0.680003 0.55579 0.520145 2.82978 0.712346 1.43641 2.04886e-30
0 0.263038 0.951163 1.16533 1.57344 0.100567 5.42589 4.44898e-114
0 0.267403 0.267784 1.15858 2.65125 1.15799 19.0065 7.08783e-399
0 0.292743 0.994493 1.11937 1.88486 0.0335205 4.27225 6.93862e-90
0 0.890523 0.316836 0.194399 2.95713 1.08209 2.87472 1.40816e-60
0 0.473739 0.908637 0.839307 0.705838 0.16637 1.45096 1.01477e-30
0 0.262555 0.285781 1.16608 2.79233 1.13014 19.4002 3.92984e-407
0 0.246352 0.761309 1.19115 0.596353 0.394337 7.14076 4.85053e-150
0 0.0358866 0.569469 1.51681 2.00845 0.691179 310.668 0
0 0.416497 0.687886 0.927879 2.61226 0.507948 3.08896 4.52746e-65
0 0.161311 0.793998 1.32274 1.47214 0.343756 14.9912 1.13279e-314
0 0.619219 0.288332 0.614199 2.5724 1.12619 4.21858 9.26225e-89
0 0.633852 0.0956948 0.591557 2.06739 1.42427 12.4717 7.77605e-262
0 0.862067 0.272255 0.238429 2.05832 1.15107 2.27925 4.32837e-48
0 0.63521 0.43512 0.589455 2.87914 0.899063 2.66191 4.08835e-56
0 0.141488 0.510628 1.35341 1.04029 0.782227 26.0205 5.76496e-546
0 0.963203 0.114738 0.0819383 1.42469 1.3948 5.77215 2.43769e-121
0 0.280601 0.636431 1.13816 2.33067 0.587566 6.90561 4.14111e-145
0 0.00209317 0.849499 1.5691 0.201134 0.257876 72541.5 0
0 0.00544467 0.662747 1.56392 2.31716 0.546846 11642.3 0
0 0.367379 0.881616 1.00388 2.31598 0.208181 2.94334 5.12468e-62
0 0.111705 0.674457 1.3995 2.23874 0.528727 34.2369 2.84581e-718
0 0.9627 0.664362 0.0827155 0.0670409 0.544347 0.214867 8.47873e-05
0 0.224245 0.572887 1.22536 0.388798 0.685891 10.8977 7.9182e-229
0 0.346266 0.492052 1.03655 2.16418 0.81097 5.85196 5.16585e-123
0 0.177402 0.205224 1.29784 1.67861 1.25479 40.0321 8.39926e-840
0 0.0739933 0.439248 1.45785 0.33274 0.892677 110.873 2.15395e-2325
0 0.887828 0.402694 0.198568 2.33216 0.949238 1.19771 2.07581e-25
0 0.175741 0.125895 1.30041 2.26028 1.37754 71.6498 7.41685e-1503
0 0.1841 0.4898 1.28748 2.3823 0.814455 18.6819 4.55144e-392
0 0.0024539 0.128212 1.56855 0.788673 1.37396 256163 0
0 0.601266 0.0890503 0.641979 3.03363 1.43455 23.4084 3.44428e-491
0 0.00504675 0.232612 1.56453 1.38236 1.21241 30982.7 0
0 0.764936 0.0933832 0.388725 1.85576 1.42785 9.78015 2.16455e-205
0 0.712082 0.0829624 0.470508 1.0159 1.44397 11.9126 4.13785e-250
0 0.282595 0.766181 1.13507 2.64548 0.386799 6.02013 1.53638e-126
0 0.962103 0.878543 0.0836396 0.687512 0.212935 0.0523498 0.217005
0 0.42175 0.483314 0.919751 1.2284 0.82449 3.81049 3.34824e-80
0 0.900638 0.707915 0.178748 2.25239 0.476956 0.235456 3.13726e-05
0 0.987127 0.0161601 0.0449193 1.18311 1.54734 45.7925 1.32367e-960
0 0.646326 0.18419 0.572255 2.84854 1.28734 8.06691 1.83457e-169
0 0.525683 0.247634 0.758932 0.476859 1.18917 5.44358 1.89366e-114
0 0.121436 0.472048 1.38444 2.30214 0.841923 39.5616 6.17131e-830
0 0.0844647 0.991274 1.44165 1.17891 0.0385023 45.6934 1.59092e-958
0 0.907219 0.738061 0.168564 1.79813 0.430309 0.185073 0.000357391
0 0.204415 0.722041 1.25604 2.70683 0.455098 11.766 4.88873e-247
0 0.510198 0.414023 0.782892 1.56445 0.931707 3.22055 7.8768e-68
0 0.76215 0.232075 0.393036 0.163877 1.21324 3.3147 8.35606e-70
0 0.960961 0.714659 0.0854075 2.78961 0.466521 0.17137 0.000692647
0 0.812297 0.158358 0.315442 2.27631 1.32731 5.20484 1.92252e-109
0 0.425424 0.30501 0.914066 1.17513 1.10039 6.14047 4.60193e-129
0 0.484638 0.223397 0.822442 3.13821 1.22667 12.0573 3.80915e-253
0 0.459626 0.172683 0.861144 0.515752 1.30514 9.96185 3.34831e-209
0 0.8947 0.018733 0.187935 3.12784 1.54336 181.923 2.21869e-3815
0 0.549822 0.281205 0.72158 1.09369 1.13722 4.37783 4.23628e-92
0 0.151066 0.232059 1.33859 2.00776 1.21327 48.7748 3.80284e-1023
0 0.821629 0.71456 0.301001 0.416362 0.466674 0.335503 2.50309e-07
0 0.43636 0.717073 0.897145 2.799 0.462785 2.74036 9.25666e-58
0 0.117744 0.0609575 1.39015 1.05745 1.47802 269.162 0
0 0.961198 0.70527 0.0850402 0.165431 0.481049 0.165694 0.000911048
0 0.746758 0.641137 0.416852 1.08869 0.580284 0.652302 5.68728e-14
0 0.202667 0.0256216 1.25875 2.45072 1.5327 289.725 0
0 0.913248 0.53942 0.159235 1.37178 0.737675 0.539463 1.32205e-11
0 0.645799 0.562339 0.57307 2.0731 0.702211 1.3318 3.20044e-28
0 0.682053 0.2913 0.516973 1.62194 1.1216 2.97936 9.00071e-63
0 0.631501 0.120426 0.595195 2.59568 1.386 11.3259 8.30169e-238
0 0.974437 0.512901 0.0645543 2.50958 0.77871 0.564669 3.91423e-12
0 0.905528 0.319999 0.171181 2.9157 1.0772 2.64227 1.05557e-55
0 0.57437 0.703208 0.683596 1.78535 0.484239 1.23273 3.82666e-26
0 0.334048 0.103937 1.05546 0.397136 1.41152 28.1164 6.41879e-590
0 0.54741 0.549628 0.725312 1.89848 0.721881 2.00503 2.43755e-42
0 0.0560052 0.353948 1.48568 2.60082 1.02466 227.484 7.578e-4771
0 0.0574405 0.0220118 1.48346 2.75508 1.53828 3535.85 0
0 0.44419 0.489831 0.885029 2.57495 0.814406 4.05547 2.43969e-85
0 0.490742 0.567008 0.812997 1.62891 0.694988 2.39445 1.66083e-50
0 0.514136 0.504186 0.776798 3.13709 0.792194 3.6681 3.24154e-77
0 0.39467 0.404368 0.961653 2.74791 0.946647 6.66082 5.63153e-140
0 0.839726 0.246453 0.272999 1.28396 1.191 2.65458 5.82518e-56
0 0.55583 0.0940114 0.712283 2.8691 1.42688 20.7318 4.66799e-435
0 0.309629 0.0492061 1.09324 3.12907 1.4962 107.76 4.02201e-2260
0 0.0773218 0.794506 1.4527 2.42483 0.34297 61.6829 7.68917e-1294
0 0.767161 0.144922 0.385282 0.777451 1.3481 5.81868 2.57664e-122
0 0.0375288 0.0434628 1.51427 2.8557 1.50509 4210.33 0
0 0.0938262 0.62111 1.42716 0.941015 0.611273 47.9582 5.07097e-1006
0 0.875721 0.715685 0.217303 2.88794 0.464934 0.283214 3.12627e-06
1 0.962103 0.878543 0.0836396 0.687512 0.212935 0.0523498 0.217005
1 0.961923 0.878448 0.0724983 0.676651 0.193329 0.0524668 0.0293127
1 0.960947 0.714425 0.0724983 0.676651 0.193329 0.156281 0.00143527
1 0.960947 0.714425 0.0724983 0.676651 0.193329 0.156281 0.00143527
1 0.960947 0.714425 0.0724983 0.676651 0.193329 0.156281 0.00143527
1 0.961191 0.70515 0.0724983 0.676651 0.193329 0.16597 0.00089897
1 0.961923 0.878448 0.0724983 2.75494 0.459156 0.0595774 0.153074
1 0.961923 0.878448 0.0724983 0.676651 0.193329 0.0524668 0.215783
